USDA Certificate Type	cert_num	cert_status	name	dba	cust_num	city	state
RESEARCH FACILITY	32-R-0049	ACTIVE	BROWN MACKIE COLLEGE		45460	SOUTH BEND	IN
RESEARCH FACILITY	32-R-0050	CANCELLED	HICKORY RIDGE RESEARCH AND CONSULTING, LLC		324469	WEST LAFAYETTE	IN
RESEARCH FACILITY	32-R-0051	ACTIVE	MICHIANA COLLEGE EDUCATION CORPORATION	BROWN MACKIE COLLEGE- FT WAYNE	323929	FT WAYNE	IN
RESEARCH FACILITY	32-R-0053	ACTIVE	ELANCO ANIMAL HEALTH		332834	GREENFIELD	IN
RESEARCH FACILITY	33-R-0001	ACTIVE	ILLINOIS WESLEYAN UNIVERSITY		810	BLOOMINGTON	IL
RESEARCH FACILITY	33-R-0003	ACTIVE	ILLINOIS STATE UNIVERSITY		602	NORMAL	IL
RESEARCH FACILITY	33-R-0006	ACTIVE	STANLEY MANNE CHILDRENS RESEARCH INSTITUTE		594	CHICAGO	IL
RESEARCH FACILITY	33-R-0008	ACTIVE	I I T RESEARCH INSTITUTE		694	CHICAGO	IL
RESEARCH FACILITY	33-R-0010	ACTIVE	MIDWESTERN UNIVERSITY		596	DOWNERS GROVE	IL
RESEARCH FACILITY	33-R-0013	ACTIVE	NORTHSHORE UNIVERSITY HEALTHSYSTEM		597	EVANSTON	IL
RESEARCH FACILITY	33-R-0014	ACTIVE	SOUTHERN ILLINOIS UNIVERSITY		598	CARBONDALE	IL
RESEARCH FACILITY	33-R-0018	ACTIVE	UNIVERSITY OF ILLINOIS AT CHICAGO		599	CHICAGO	IL
RESEARCH FACILITY	33-R-0022	ACTIVE	RUSH UNIVERSITY MEDICAL CENTER		581	CHICAGO	IL
RESEARCH FACILITY	33-R-0023	CANCELLED	BAXTER HEALTHCARE CORPORATION		595	ROUND LAKE	IL
RESEARCH FACILITY	33-R-0024	ACTIVE	LOYOLA UNIVERSITY CHICAGO	STRITCH SCHOOL OF MEDICINE	583	MAYWOOD	IL
RESEARCH FACILITY	33-R-0025	ACTIVE	ABBOTT LABORATORIES		584	ABBOTT PARK	IL
RESEARCH FACILITY	33-R-0027	ACTIVE	ROSALIND FRANKLIN UNIVERSITY OF MEDICINE & SCIENCE		585	NORTH CHICAGO	IL
RESEARCH FACILITY	33-R-0029	ACTIVE	UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN		603	URBANA	IL
RESEARCH FACILITY	33-R-0033	CANCELLED	CSL BEHRING LLC		589	BRADLEY	IL
RESEARCH FACILITY	33-R-0035	CANCELLED	HEKTOEN INSTITUTE FOR MEDICAL RESEARCH, L.L.C.		579	CHICAGO	IL
RESEARCH FACILITY	33-R-0067	ACTIVE	NORTHERN ILLINOIS UNIVERSITY		575	DE KALB	IL
RESEARCH FACILITY	33-R-0088	ACTIVE	WHEATON COLLEGE		572	WHEATON	IL
RESEARCH FACILITY	33-R-0090	ACTIVE	TOX MONITOR LABORATORIES, INC.		573	OAK PARK	IL
RESEARCH FACILITY	33-R-0100	ACTIVE	PARKLAND COLLEGE		571	CHAMPAIGN	IL
RESEARCH FACILITY	33-R-0103	ACTIVE	KENNELWOOD INC		565	CHAMPAIGN	IL
RESEARCH FACILITY	33-R-0104	ACTIVE	UNIVERSITY OF ILLINOIS AT CHICAGO	COLLEGE OF MEDICINE AT ROCKFORD	566	ROCKFORD	IL
RESEARCH FACILITY	33-R-0113	ACTIVE	SOUTHERN ILLINOIS UNIVERSITY SCHOOL OF MEDICINE		707	SPRINGFIELD	IL
RESEARCH FACILITY	33-R-0126	ACTIVE	JOLIET JUNIOR COLLEGE		9971	JOLIET	IL
RESEARCH FACILITY	33-R-0127	CANCELLED	ILLINOIS COLLEGE OF OPTOMETRY		11541	CHICAGO	IL
RESEARCH FACILITY	33-R-0129	ACTIVE	NORTHWESTERN UNIVERSITY		580	CHICAGO	IL
RESEARCH FACILITY	33-R-0132	ACTIVE	AMERICAN VETERINARY MEDICAL ASSOCIATION		24236	SCHAUMBURG	IL
RESEARCH FACILITY	33-R-0133	CANCELLED	PREFERENCE TECHNOLOGY INC		28378	WATSEKA	IL
RESEARCH FACILITY	33-R-0137	ACTIVE	EASTERN ILLINOIS UNIVERSITY		37323	CHARLESTON	IL
RESEARCH FACILITY	33-R-0138	ACTIVE	VET TECH INSTITUTE @ FOX COLLEGE		38359	TINLEY PARK	IL
RESEARCH FACILITY	33-R-0141	ACTIVE	SIEMENS HEALTHCARE DIAGNOSTICS INC		42492	DEERFIELD	IL
RESEARCH FACILITY	33-R-0142	CANCELLED	WESTERN ILLINOIS UNIVERSITY		574	MACOMB	IL
RESEARCH FACILITY	33-R-0143	ACTIVE	EXPERIMUR LLC		321877	CHICAGO	IL
RESEARCH FACILITY	33-R-0144	ACTIVE	SOUTHERN ILLINOIS COLLEGIATE COMMON MARKET		321969	HERRIN	IL
RESEARCH FACILITY	33-R-0147	CANCELLED	AHED OF ILLINOIS INC	ROCKFORD CAREER COLLEGE	34763	ROCKFORD	IL
RESEARCH FACILITY	33-R-0148	CANCELLED	LOYOLA UNIVERSITY OF CHICAGO		562	CHICAGO	IL
RESEARCH FACILITY	33-R-0149	CANCELLED	CAREER EDUCATION CORPORATION	SANFORD BROWN COLLEGE	324911	DEARBORN	MI
RESEARCH FACILITY	33-R-0150	ACTIVE	PHARMICHEM TESTING SERVICES, INC.		568	TINLEY PARK	IL
RESEARCH FACILITY	33-R-0151	ACTIVE	THE UNIVERSITY OF CHICAGO		577	CHICAGO	IL
RESEARCH FACILITY	33-R-0152	ACTIVE	ABBVIE		328983	NORTH CHICAGO	IL
RESEARCH FACILITY	33-R-0153	ACTIVE	NEW MEDIA ARTS TRAINING CENTER	ROCKFORD CAREER COLLEGE	331179	ROCKFORD	IL
RESEARCH FACILITY	33-R-0154	ACTIVE	AMY FISCHER-BROWN		333143	SAINT JOSEPH	IL
RESEARCH FACILITY	34-R-0001	ACTIVE	UNIVERSITY OF MICHIGAN		109	ANN ARBOR	MI
RESEARCH FACILITY	34-R-0008	ACTIVE	DOW CHEMICAL COMPANY		115	MIDLAND	MI
RESEARCH FACILITY	34-R-0009	ACTIVE	PROVIDENCE HOSPITAL		116	SOUTHFIELD	MI
RESEARCH FACILITY	34-R-0014	ACTIVE	WAYNE STATE UNIVERSITY		120	DETROIT	MI
RESEARCH FACILITY	34-R-0017	ACTIVE	MICHIGAN STATE UNIVERSITY		129	EAST LANSING	MI
RESEARCH FACILITY	34-R-0018	ACTIVE	EASTERN MICHIGAN UNIVERSITY		195	YPSILANTI	MI
RESEARCH FACILITY	34-R-0019	ACTIVE	FERRIS STATE UNIVERSITY		196	BIG RAPIDS	MI
RESEARCH FACILITY	34-R-0025	ACTIVE	NORTHERN BIOMEDICAL RESEARCH INC		473	SPRING LAKE	MI
RESEARCH FACILITY	34-R-0027	ACTIVE	EMERGENT BIODEFENSE OPERATIONS LANSING L L C		197	LANSING	MI
RESEARCH FACILITY	34-R-0031	ACTIVE	MPI RESEARCH INC		696	MATTAWAN	MI
RESEARCH FACILITY	34-R-0032	ACTIVE	DOW CORNING CORPORATION		186	AUBURN	MI
RESEARCH FACILITY	34-R-0035	ACTIVE	HOPE COLLEGE		199	HOLLAND	MI
RESEARCH FACILITY	34-R-0037	ACTIVE	WILLIAM BEAUMONT HOSPITAL	RESEARCH INSTITUTE	200	ROYAL OAK	MI
RESEARCH FACILITY	34-R-0038	ACTIVE	OAKLAND UNIVERSITY		201	ROCHESTER	MI
RESEARCH FACILITY	34-R-0044	ACTIVE	CENTRAL MICHIGAN UNIVERSITY		202	MOUNT PLEASANT	MI
RESEARCH FACILITY	34-R-0060	ACTIVE	MACOMB COMMUNITY COLLEGE	VETERINARY TECHNICIAN PROGRAM	215	CLINTON TOWNSHIP	MI
RESEARCH FACILITY	34-R-0121	ACTIVE	NORTHERN MICHIGAN UNIVERSITY		424	MARQUETTE	MI
RESEARCH FACILITY	34-R-0142	ACTIVE	MICHIGAN TECHNOLOGICAL UNIVERSITY		423	HOUGHTON	MI
RESEARCH FACILITY	34-R-0149	ACTIVE	GRAND VALLEY STATE UNIVERSITY		13477	ALLENDALE	MI
RESEARCH FACILITY	34-R-0151	ACTIVE	HENRY FORD HOSPITAL		111	DETROIT	MI
RESEARCH FACILITY	34-R-0153	ACTIVE	CHERI HILL KENNEL AND SUPPLY INC		30222	STANWOOD	MI
RESEARCH FACILITY	34-R-0155	ACTIVE	WEST MICHIGAN REGIONAL LABS	CALVIN COLLEGE	10106	GRAND RAPIDS	MI
RESEARCH FACILITY	34-R-0156	ACTIVE	BAKER COLLEGE OF PORT HURON		38557	PORT HURON	MI
RESEARCH FACILITY	34-R-0157	ACTIVE	BAKER COLLEGE OF MUSKEGON		321708	MUSKEGON	MI
RESEARCH FACILITY	34-R-0158	ACTIVE	BAKER COLLEGE OF CADILLAC		321707	CADILLAC	MI
RESEARCH FACILITY	34-R-0159	ACTIVE	BAKER COLLEGE OF CLINTON TOWNSHIP		321705	CLINTON TOWNSHIP	MI
RESEARCH FACILITY	34-R-0160	ACTIVE	BAKER COLLEGE OF JACKSON		321883	JACKSON	MI
RESEARCH FACILITY	34-R-0161	ACTIVE	WESTERN MICHIGAN UNIVERSITY		522	KALAMAZOO	MI
RESEARCH FACILITY	34-R-0162	ACTIVE	BAKER COLLEGE OF FLINT		14974	FLINT	MI
RESEARCH FACILITY	34-R-0163	ACTIVE	ALBION COLLEGE		323045	ALBION	MI
RESEARCH FACILITY	34-R-0165	ACTIVE	PHARMOPTIMA L L C 		42508	PORTAGE	MI
RESEARCH FACILITY	34-R-0166	CANCELLED	SANFORD BROWN COLLEGE GRAND RAPIDS		323727	GRAND RAPIDS	MI
RESEARCH FACILITY	35-R-0001	ACTIVE	UNIVERSITY OF WISCONSIN-MADISON	RESEARCH ANIMAL RESOURCES CTR	616	MADISON	WI
RESEARCH FACILITY	35-R-0004	ACTIVE	RIDGLAN FARMS INC		769	MOUNT HOREB	WI
RESEARCH FACILITY	35-R-0009	ACTIVE	AURORA HEALTH CARE INC	AURORA SINAI MEDICAL CENTER	629	MILWAUKEE	WI
RESEARCH FACILITY	35-R-0010	ACTIVE	UNIVERSITY OF WISCONSIN-RIVER FALLS		614	RIVER FALLS	WI
RESEARCH FACILITY	35-R-0011	ACTIVE	MARQUETTE UNIVERSITY		643	MILWAUKEE	WI
RESEARCH FACILITY	35-R-0013	CANCELLED	UNIVERSITY OF WISCONSIN-STEVENS POINT		607	STEVENS POINT	WI
RESEARCH FACILITY	35-R-0014	ACTIVE	UNIVERSITY OF WISCONSIN-WHITEWATER		608	WHITEWATER	WI
RESEARCH FACILITY	35-R-0015	ACTIVE	UNIVERSITY OF WISCONSIN-LA CROSSE	COLLEGE OF SCIENCE & ALLIED HEALTH	611	LA CROSSE	WI
RESEARCH FACILITY	35-R-0016	ACTIVE	MADISON AREA TECHNICAL COLLEGE 		617	MADISON	WI
RESEARCH FACILITY	35-R-0017	ACTIVE	UNIVERSITY OF WISCONSIN-MILWAUKEE		612	MILWAUKEE	WI
RESEARCH FACILITY	35-R-0022	ACTIVE	GUNDERSEN LUTHERAN MEDICAL CENTER		641	LA CROSSE	WI
RESEARCH FACILITY	35-R-0029	ACTIVE	MEDICAL COLLEGE OF WISCONSIN	OSCAR F PETERSON ANIMAL RESEARCH CTR	634	MILWAUKEE	WI
RESEARCH FACILITY	35-R-0030	ACTIVE	COVANCE LABORATORIES INC		640	MADISON	WI
RESEARCH FACILITY	35-R-0034	ACTIVE	GENEVA LABORATORIES INC		639	ELKHORN	WI
RESEARCH FACILITY	35-R-0105	CANCELLED	PEWAUKEE VETERINARY SERVICE		635	PEWAUKEE	WI
RESEARCH FACILITY	35-R-0107	ACTIVE	BELL LABORATORIES INC		636	MADISON	WI
RESEARCH FACILITY	35-R-0111	ACTIVE	UNIVERSITY OF WISCONSIN-OSHKOSH		795	OSHKOSH	WI
RESEARCH FACILITY	35-R-0115	ACTIVE	ARROWHEAD MADISON		10701	MADISON	WI
RESEARCH FACILITY	35-R-0116	ACTIVE	GENESIS MIDWEST LLC		13171	NEILLSVILLE	WI
RESEARCH FACILITY	35-R-0118	CANCELLED	METABIOLOGICS INC		20886	MADISON	WI
RESEARCH FACILITY	35-R-0119	ACTIVE	SURPASS INC	CONTRACT RESEARCH ORGANIZATION	37011	OSCEOLA	WI
RESEARCH FACILITY	35-R-0120	CANCELLED	PHARMING HEALTHCARE INC		37247	DE FOREST	WI
RESEARCH FACILITY	35-R-0121	ACTIVE	UNIVERSITY OF WISCONSIN-PARKSIDE		613	KENOSHA	WI
RESEARCH FACILITY	35-R-0122	ACTIVE	UNITED VACCINES INC		40729	FITCHBURG	WI
RESEARCH FACILITY	35-R-0123	CANCELLED	KAYTEE PRODUCTS INC		16230	CHILTON	WI
RESEARCH FACILITY	35-R-0124	ACTIVE	MINITUBE OF AMERICA		39358	VERONA	WI
RESEARCH FACILITY	35-R-0125	ACTIVE	PANIGEN INC		622	BLANCHARDVILLE	WI
RESEARCH FACILITY	35-R-0127	ACTIVE	SPF NORTH AMERICA INC		323964	MONDOVI	WI
RESEARCH FACILITY	35-R-0129	CANCELLED	UNIVERSITY OF WISCONSIN-EAU CLAIRE		610	EAU CLAIRE	WI
RESEARCH FACILITY	35-R-0130	ACTIVE	MILWAUKEE CAREER COLLEGE		329834	MILWAUKEE	WI
RESEARCH FACILITY	41-R-0003	ACTIVE	HEALTH PARTNERS INSTITUTE FOR EDUCATION & RESEARCH		559	SAINT PAUL	MN
RESEARCH FACILITY	41-R-0005	ACTIVE	UNIVERSITY OF MINNESOTA		547	MINNEAPOLIS	MN
RESEARCH FACILITY	41-R-0006	ACTIVE	MAYO CLINIC		542	ROCHESTER	MN
RESEARCH FACILITY	41-R-0008	ACTIVE	3M COMPANY		561	SAINT PAUL	MN
RESEARCH FACILITY	41-R-0015	ACTIVE	MEDTRONIC  PHYSIOLOGICAL RESEARCH LABORATORIES		558	MINNEAPOLIS	MN
RESEARCH FACILITY	41-R-0022	ACTIVE	GUIDENT A BOSTON SCIENTIFIC COMPANY		552	ARDEN HILLS	MN
RESEARCH FACILITY	41-R-0029	ACTIVE	CHILDRENS HOSPITALS AND CLINICS OF MINNESOTA	NEONATAL RESEARCH LABORATORY	551	SAINT PAUL	MN
RESEARCH FACILITY	41-R-0042	ACTIVE	RIDGEWATER COLLEGE		550	WILLMAR	MN
RESEARCH FACILITY	41-R-0043	ACTIVE	GUSTAVUS ADOLPHUS COLLEGE		588	SAINT PETER	MN
RESEARCH FACILITY	41-R-0049	ACTIVE	MINNESOTA STATE UNIVERSITY MOORHEAD		794	MOORHEAD	MN
RESEARCH FACILITY	41-R-0052	ACTIVE	INSIGHT BIOMED INC		1633	ISANTI	MN
RESEARCH FACILITY	41-R-0060	ACTIVE	CARLETON COLLEGE		1816	NORTHFIELD	MN
RESEARCH FACILITY	41-R-0061	ACTIVE	WUXI APPTEC INC		15690	SAINT PAUL	MN
RESEARCH FACILITY	41-R-0062	ACTIVE	ARGOSY UNIVERSITY-TWIN CITIES		16195	EAGAN	MN
RESEARCH FACILITY	41-R-0063	ACTIVE	PROTATEK INTERNATIONAL INC		19782	SAINT PAUL	MN
RESEARCH FACILITY	41-R-0064	ACTIVE	GLOBE UNIVERSITY		19810	WOODBURY	MN
RESEARCH FACILITY	41-R-0065	ACTIVE	DULUTH BUSINESS UNIVERSITY		21651	DULUTH	MN
RESEARCH FACILITY	41-R-0067	ACTIVE	NEWPORT LABORATORIES		23127	WORTHINGTON	MN
RESEARCH FACILITY	41-R-0068	ACTIVE	MINNESOTA SCHOOL OF BUSINESS		25077	WOODBURY	MN
RESEARCH FACILITY	41-R-0071	ACTIVE	R&D SYSTEMS INC		29771	MINNEAPOLIS	MN
RESEARCH FACILITY	41-R-0072	ACTIVE	ROCHESTER COMMUNITY AND TECHNICAL COLLEGE		29637	ROCHESTER	MN
RESEARCH FACILITY	41-R-0074	ACTIVE	AMERICAN PRECLINICAL SERVICES LLC		34579	MINNEAPOLIS	MN
RESEARCH FACILITY	41-R-0075	CANCELLED	THE INTEGRA GROUP		36177	BROOKLYN PARK	MN
RESEARCH FACILITY	41-R-0076	ACTIVE	SPRING POINT PROJECT		38803	MINNEAPOLIS	MN
RESEARCH FACILITY	41-R-0078	ACTIVE	ST CLOUD STATE UNIVERSITY		44975	SAINT CLOUD	MN
RESEARCH FACILITY	41-R-0079	CANCELLED	ST JOHNS UNIVERSITY COLLEGEVILLE	COLLEGE OF SAINT BENEDICT	560	COLLEGEVILLE	MN
RESEARCH FACILITY	41-R-0081	CANCELLED	CARGILL ANIMAL NUTRITION INNOVATION CAMPUS		32532	ELK RIVER	MN
RESEARCH FACILITY	41-R-0082	ACTIVE	MINNEAPOLIS MEDICAL RESEARCH FOUNDATION	GRANTS/CONTRACTS	591	MINNEAPOLIS	MN
RESEARCH FACILITY	41-R-0083	ACTIVE	SAINT JOHNS UNIVERSITY COLLEGEVILLE		328461	COLLEGEVILLE	MN
RESEARCH FACILITY	41-R-0084	CANCELLED	N A M S A - INTEGRA DIVISION L L C		328707	BROOKLYN PARK	MN
RESEARCH FACILITY	42-R-0001	ACTIVE	DIAMOND ANIMAL HEALTH, INC.	HESKA CORPORATION	1573	DES MOINES	IA
RESEARCH FACILITY	42-R-0002	ACTIVE	DES MOINES UNIVERSITY - O M C		1574	DES MOINES	IA
RESEARCH FACILITY	42-R-0003	ACTIVE	IOWA STATE UNIVERSITY		1575	AMES	IA
RESEARCH FACILITY	42-R-0004	ACTIVE	UNIVERSITY OF IOWA	OFFICE OF ANIMAL RESOURCES	1576	IOWA CITY	IA
RESEARCH FACILITY	42-R-0005	CANCELLED	DRAKE UNIVERSITY		1577	DES MOINES	IA
RESEARCH FACILITY	42-R-0020	ACTIVE	NOVARTIS ANIMAL HEALTH US  INC.		1625	LARCHWOOD	IA
RESEARCH FACILITY	42-R-0026	ACTIVE	KIRKWOOD COMMUNITY COLLEGE		1582	CEDAR RAPIDS	IA
RESEARCH FACILITY	42-R-0029	CANCELLED	ELMIRA BIOLOGICALS, INC.		1617	IOWA CITY	IA
RESEARCH FACILITY	42-R-0031	ACTIVE	TRANS OVA GENETICS		1653	SIOUX CENTER	IA
RESEARCH FACILITY	42-R-0036	ACTIVE	PALMER COLLEGE OF CHIROPRACTIC		16632	DAVENPORT	IA
RESEARCH FACILITY	42-R-0038	CANCELLED	IOWA PRIMATE LEARNING SANCTUARY	Great Ape Trust - Bonobo Hope Sanctuary	25761	DES MOINES	IA
RESEARCH FACILITY	42-R-0040	ACTIVE	IOWA WESTERN COMMUNITY COLLEGE		33200	COUNCIL BLUFFS	IA
RESEARCH FACILITY	42-R-0042	ACTIVE	DES MOINES AREA COMMUNITY COLLEGE		42217	ANKENY	IA
RESEARCH FACILITY	42-R-0044	ACTIVE	EXEMPLAR GENETICS		42842	SIOUX CENTER	IA
RESEARCH FACILITY	42-R-0045	ACTIVE	WARTBURG COLLEGE		21379	WAVERLY	IA
RESEARCH FACILITY	42-R-0047	CANCELLED	STRUVE LABS INTERNATIONAL INC.		28833	MANNING	IA
RESEARCH FACILITY	42-R-0048	ACTIVE	MUSCATINE COMMUNITY COLLEGE		323480	MUSCATINE	IA
RESEARCH FACILITY	42-R-0049	ACTIVE	IOWA LAKES COMMUNITY COLLEGE		327605	EMMETSBURG	IA
RESEARCH FACILITY	42-R-0050	ACTIVE	NORTHEAST IOWA COMMUNITY COLLEGE		330262	CALMAR	IA
RESEARCH FACILITY	42-R-0051	ACTIVE	M G BIOLOGICS		39789	AMES	IA
RESEARCH FACILITY	42-R-0052	ACTIVE	APE COGNITION & COMMUNICATION INSTITUTE	Ape Cognition and Conservation Initiative 	332105	DES MOINES	IA
RESEARCH FACILITY	43-R-0005	CANCELLED	MALLINCKRODT L L C		1487	HAZELWOOD	MO
RESEARCH FACILITY	43-R-0008	ACTIVE	WASHINGTON UNIVERSITY		1444	SAINT LOUIS	MO
RESEARCH FACILITY	43-R-0009	ACTIVE	M R I GLOBAL		1399	KANSAS CITY	MO
RESEARCH FACILITY	43-R-0011	ACTIVE	ST LOUIS UNIVERSITY		1507	SAINT LOUIS	MO
RESEARCH FACILITY	43-R-0012	ACTIVE	KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE		1495	KIRKSVILLE	MO
RESEARCH FACILITY	43-R-0014	ACTIVE	BOEHRINGER INGELHEIM VETMEDICA INC		1415	SAINT JOSEPH	MO
RESEARCH FACILITY	43-R-0015	ACTIVE	MERCY HOSPITALS EAST COMMUNITIES	MERCY HOSPITAL ST. LOUIS	1504	SAINT LOUIS	MO
RESEARCH FACILITY	43-R-0029	ACTIVE	MAPLE WOODS COMMUNITY COLLEGE		1488	KANSAS CITY	MO
RESEARCH FACILITY	43-R-0030	ACTIVE	TRUMAN STATE UNIVERSITY		1394	KIRKSVILLE	MO
RESEARCH FACILITY	43-R-0031	ACTIVE	C C D JEFFERSON COUNTY		1425	HILLSBORO	MO
RESEARCH FACILITY	43-R-0037	CANCELLED	UNIVERSITY OF CENTRAL MISSOURI		1423	WARRENSBURG	MO
RESEARCH FACILITY	43-R-0047	ACTIVE	UNIVERSITY OF MISSOURI-KANSAS-KANSAS CITY		1462	KANSAS CITY	MO
RESEARCH FACILITY	43-R-0048	ACTIVE	UNIVERSITY OF MISSOURI-COLUMBIA		1461	COLUMBIA	MO
RESEARCH FACILITY	43-R-0051	ACTIVE	IMMVAC INC		1422	COLUMBIA	MO
RESEARCH FACILITY	43-R-0052	ACTIVE	MISSOURI STATE UNIVERSITY		1513	SPRINGFIELD	MO
RESEARCH FACILITY	43-R-0054	ACTIVE	NESTLE PURINA GLOBAL RESOURCES INC.		1445	SAINT LOUIS	MO
RESEARCH FACILITY	43-R-0101	CANCELLED	ANTIGEN LABORATORIES INC		1407	LIBERTY	MO
RESEARCH FACILITY	43-R-0102	ACTIVE	N W MISSOURI STATE UNIVERSITY		1381	MARYVILLE	MO
RESEARCH FACILITY	43-R-0105	ACTIVE	MISSOURI WESTERN STATE UNIVERSITY		1591	SAINT JOSEPH	MO
RESEARCH FACILITY	43-R-0110	ACTIVE	EXCEL BIO PRODUCTS INC.		1675	WASHBURN	MO
RESEARCH FACILITY	43-R-0112	ACTIVE	SOUTHEAST MISSOURI STATE		1757	CAPE GIRARDEAU	MO
RESEARCH FACILITY	43-R-0115	ACTIVE	VATTEROTT EDUCATIONAL CENTERS INC.		16030	SAINT LOUIS	MO
RESEARCH FACILITY	43-R-0117	ACTIVE	PET FOOD SOLUTION INC.		13318	COLUMBIA	MO
RESEARCH FACILITY	43-R-0118	ACTIVE	CROWDER COLLEGE		37482	NEOSHO	MO
RESEARCH FACILITY	43-R-0119	ACTIVE	A F B INTERNATIONAL		39367	SAINT CHARLES	MO
RESEARCH FACILITY	43-R-0122	ACTIVE	SINCLAIR RESEARCH CENTER L L C		45331	COLUMBIA	MO
RESEARCH FACILITY	43-R-0124	ACTIVE	BROWN MACKIE COLLEGE - ST. LOUIS INC.		323919	FENTON	MO
RESEARCH FACILITY	43-R-0125	CANCELLED	SANFORD-BROWN COLLEGE - ST. PETERS		39876	SAINT PETERS	MO
RESEARCH FACILITY	43-R-0126	CANCELLED	SANFORD-BROWN COLLEGE - FENTON CAMPUS		328009	FENTON	MO
RESEARCH FACILITY	43-R-0127	ACTIVE	FOUR RIVERS KENNEL L L C		326029	WALKER	MO
RESEARCH FACILITY	43-R-0128	ACTIVE	PURINA ANIMAL NUTRITION L L C		329267	GRAY SUMMIT	MO
RESEARCH FACILITY	43-R-0129	ACTIVE	UNIVERSITY OF MISSOURI-ST LOUIS		1463	SAINT LOUIS	MO
RESEARCH FACILITY	45-R-0001	ACTIVE	UNIVERSITY OF NORTH DAKOTA	CENTER FOR BIOMEDICAL RESEARCH	1557	GRAND FORKS	ND
RESEARCH FACILITY	45-R-0002	ACTIVE	NORTH DAKOTA STATE UNIVERSITY		1565	FARGO	ND
RESEARCH FACILITY	46-R-0001	ACTIVE	UNIVERSITY OF SOUTH DAKOTA		1560	VERMILLION	SD
RESEARCH FACILITY	46-R-0002	ACTIVE	SOUTH DAKOTA STATE UNIVERSITY		1561	BROOKINGS	SD
RESEARCH FACILITY	46-R-0003	ACTIVE	DLORAH INC.	National American University	1559	RAPID CITY	SD
RESEARCH FACILITY	46-R-0007	ACTIVE	JERRY POMMER	OVIS	1738	CANTON	SD
RESEARCH FACILITY	46-R-0008	CANCELLED	HEMATECH, INC.		25973	SIOUX FALLS	SD
RESEARCH FACILITY	46-R-0009	CANCELLED	SANFORD RESEARCH/U S D		41187	SIOUX FALLS	SD
RESEARCH FACILITY	46-R-0011	ACTIVE	SANFORD HEALTH		329373	SIOUX FALLS	SD
RESEARCH FACILITY	46-R-0012	ACTIVE	SAB BIOTHERAPEUTICS INC.		331626	SIOUX FALLS	SD
RESEARCH FACILITY	47-R-0002	ACTIVE	CREIGHTON UNIVERSITY		1543	OMAHA	NE
RESEARCH FACILITY	47-R-0004	ACTIVE	UNIVERSITY OF NEBRASKA - LINCOLN		1552	LINCOLN	NE
RESEARCH FACILITY	47-R-0009	ACTIVE	FATHER FLANAGANS BOYS HOME	Boys Town National Research Hospital	1545	OMAHA	NE
RESEARCH FACILITY	47-R-0017	ACTIVE	NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE		1548	CURTIS	NE
RESEARCH FACILITY	47-R-0018	ACTIVE	UNIVERSITY OF NEBRASKA MEDICAL CENTER		1551	OMAHA	NE
RESEARCH FACILITY	47-R-0021	ACTIVE	UNIVERSITY OF NEBRASKA- OMAHA		1553	OMAHA	NE
RESEARCH FACILITY	47-R-0022	ACTIVE	NORTHEAST COMMUNITY COLLEGE		1544	NORFOLK	NE
RESEARCH FACILITY	47-R-0030	ACTIVE	XIMEREX INC.		37289	BLAIR	NE
RESEARCH FACILITY	47-R-0031	ACTIVE	CENTRAL STATES RESEARCH CENTRE  INC.		38536	OMAHA	NE
RESEARCH FACILITY	47-R-0032	ACTIVE	BENCHMARK BIOLABS INC.		30097	LINCOLN	NE
RESEARCH FACILITY	47-R-0034	CANCELLED	NATURA PET PRODUCTS, INC.		322198	FREMONT	NE
RESEARCH FACILITY	47-R-0035	CANCELLED	ANTELOPE VALLEY BIOS INC.		326076	LINCOLN	NE
RESEARCH FACILITY	48-R-0001	ACTIVE	KANSAS STATE UNIVERSITY		1494	MANHATTAN	KS
RESEARCH FACILITY	48-R-0002	ACTIVE	UNIVERSITY OF KANSAS		1459	LAWRENCE	KS
RESEARCH FACILITY	48-R-0003	ACTIVE	UNIVERSITY OF KANSAS MEDICAL CENTER		1460	KANSAS CITY	KS
RESEARCH FACILITY	48-R-0014	ACTIVE	WICHITA STATE UNIVERSITY		1446	WICHITA	KS
RESEARCH FACILITY	48-R-0015	ACTIVE	EMPORIA STATE UNIVERSITY		1437	EMPORIA	KS
RESEARCH FACILITY	48-R-0018	CANCELLED	PITTSBURG STATE UNIVERSITY	Nature Reach	1359	PITTSBURG	KS
RESEARCH FACILITY	48-R-0025	ACTIVE	COLBY COMMUNITY COLLEGE		1424	COLBY	KS
RESEARCH FACILITY	48-R-0035	ACTIVE	JERRY NELSON,JO ANN NELSON	Trailane Kennels	1390	SOLDIER	KS
RESEARCH FACILITY	48-R-0039	ACTIVE	HILL'S PET NUTRITION CENTER		1420	TOPEKA	KS
RESEARCH FACILITY	48-R-0107	ACTIVE	BIOMUNE COMPANY		14439	LENEXA	KS
RESEARCH FACILITY	48-R-0109	ACTIVE	HENNESSY RESEARCH ASSOCIATES L L C		35029	SHAWNEE	KS
RESEARCH FACILITY	48-R-0111	ACTIVE	XENOMETRICS L L C		321342	STILWELL	KS
